# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.12.0
#@/tick	6162
#@/user_id	e0341724-9757-4db9-ae73-47c9a1140b7f
a 	啊	c=4 d=1.2642 t=6162
yi bu fen 	一部分	c=2 d=0.149758 t=6162
yi chang 	一场	c=1 d=0.71177 t=6162
yi chang 	异常	c=5 d=2.53567 t=6162
yi chang shan shuo 	异常闪烁	c=1 d=0.869358 t=6162
yi ci 	一次	c=3 d=0.328001 t=6162
yi ci 	依次	c=0 d=0.0571209 t=6162
yi ci yue du 	依次阅读	c=1 d=0.574072 t=6162
yi ding yao 	一定要	c=1 d=0.970446 t=6162
yi dong dao 	移动到	c=2 d=1.13116 t=6162
yi duan 	一段	c=0 d=0.0628135 t=6162
yi ge 	一个	c=33 d=5.24339 t=6162
yi hou 	以后	c=1 d=0.951229 t=6162
yi ji 	以及	c=4 d=0.895834 t=6162
yi jing 	已经	c=13 d=2.29226 t=6162
yi jiu 	依旧	c=0 d=0.0860708 t=6162
yi jiu da kai 	依旧打开	c=1 d=0.865022 t=6162
yi ju 	一句	c=1 d=0.647265 t=6162
yi miao 	疫苗	c=1 d=0.980199 t=6162
yi qi 	一起	c=1 d=0.606531 t=6162
yi si 	意思	c=12 d=3.20005 t=6162
yi si shi 	意思是	c=2 d=0.773824 t=6162
yi tiao 	一条	c=2 d=1.22919 t=6162
yi wei 	以为	c=1 d=0.802519 t=6162
yi wei zhe 	意味着	c=1 d=0.467666 t=6162
yi xi lie 	一系列	c=1 d=0.516851 t=6162
yi xia 	一下	c=7 d=1.72378 t=6162
yi xia 	以下	c=3 d=0.589739 t=6162
yi xiang 	一项	c=0 d=0.0382893 t=6162
yi xiang nei rong 	一项内容	c=1 d=0.384812 t=6162
yi xie 	一些	c=7 d=1.60704 t=6162
yi yang 	一样	c=4 d=2.56972 t=6162
yi you 	已有	c=3 d=1.3773 t=6162
yi ze 	一则	c=1 d=0.847894 t=6162
yi zhong 	一种	c=2 d=0.24044 t=6162
yin cang 	隐藏	c=2 d=0.310367 t=6162
yin dao 	引导	c=2 d=1.04934 t=6162
yin hao 	引号	c=1 d=0.213312 t=6162
yin pin 	音频	c=1 d=0.241714 t=6162
yin ru 	引入	c=1 d=0.680451 t=6162
yin shi pin 	音视频	c=4 d=0.767064 t=6162
yin wei 	因为	c=7 d=1.34373 t=6162
yin xiang 	音响	c=1 d=0.603506 t=6162
yin xiao 	音效	c=2 d=1.21916 t=6162
yin yi 	音译	c=1 d=0.722527 t=6162
yin ying 	阴影	c=2 d=0.854881 t=6162
yin yong 	引用	c=1 d=0.0773047 t=6162
ying dao 	应到	c=1 d=0.519442 t=6162
ying gai 	应该	c=1 d=0.494109 t=6162
ying jian 	硬件	c=3 d=0.998878 t=6162
ying pan 	硬盘	c=3 d=1.82138 t=6162
ying xiang 	影响	c=1 d=0.574072 t=6162
ying yong 	应用	c=17 d=5.7746 t=6162
yo 	哟	c=1 d=0.951229 t=6162
yong 	用	c=34 d=5.63758 t=6162
yong dao 	用到	c=2 d=1.08981 t=6162
yong de 	用的	c=1 d=0.657047 t=6162
yong de shao 	用得少	c=2 d=0.801043 t=6162
yong fa 	用法	c=1 d=0.414783 t=6162
yong hu 	用户	c=14 d=3.98119 t=6162
yong hu kong jian 	用户空间	c=1 d=0.609571 t=6162
yong huo 	用火	c=0 d=0.0965605 t=6162
yong huo kong jian 	用火空间	c=1 d=0.970446 t=6162
yong lai 	用来	c=4 d=1.20648 t=6162
yong shen me 	用什么	c=1 d=0.865022 t=6162
yong you 	拥有	c=1 d=0.494109 t=6162
yong yu 	用于	c=2 d=0.645725 t=6162
yong yu lei 	用鱼类	c=1 d=0.790571 t=6162
yong zhong 	臃肿	c=1 d=0.603506 t=6162
you 	又	c=2 d=1.29061 t=6162
you 	有	c=36 d=5.42981 t=6162
you 	由	c=3 d=1.50785 t=6162
you bai nian 	有百年	c=1 d=0.50409 t=6162
you ban fa 	有办法	c=1 d=0.715338 t=6162
you bian 	右边	c=3 d=1.34062 t=6162
you bie de ban fa 	有别的办法	c=1 d=0.995012 t=6162
you de 	有的	c=1 d=0.970446 t=6162
you dian 	有点	c=1 d=0.97531 t=6162
you hua 	优化	c=13 d=4.23726 t=6162
you jian 	右键	c=6 d=3.18512 t=6162
you mei you 	有没有	c=2 d=0.585669 t=6162
you shen me 	有什么	c=6 d=2.94267 t=6162
you shi 	优势	c=1 d=0.965605 t=6162
you shi shen me 	又是什么	c=1 d=0.677057 t=6162
you wan 	游玩	c=0 d=0.0412714 t=6162
you wan qian 	游玩前	c=1 d=0.414783 t=6162
you wen ti 	有问题	c=2 d=1.72296 t=6162
you xi 	游戏	c=4 d=1.6724 t=6162
you xia jiao 	右下角	c=1 d=0.222017 t=6162
you xian ji 	优先级	c=1 d=0.18452 t=6162
you xie 	有些	c=0 d=0.0241714 t=6162
you xie ruan jian wu fa 	有些软件无法	c=1 d=0.242926 t=6162
you xie ying yong 	有些应用	c=1 d=0.0925506 t=6162
you xu yao 	有需要	c=1 d=0.511709 t=6162
you yi ge 	有一个	c=2 d=0.891366 t=6162
you yi ge wen ti 	有一个问题	c=1 d=0.985112 t=6162
you yi xie 	有一些	c=3 d=1.71656 t=6162
you yong 	有用	c=2 d=1.35955 t=6162
you yu 	由于	c=4 d=1.21437 t=6162
yu 	与	c=3 d=1.58514 t=6162
yu dao 	遇到	c=2 d=1.0982 t=6162
yu fa 	语法	c=5 d=3.90906 t=6162
yu kuai de 	愉快地	c=1 d=0.628135 t=6162
yu lan 	预览	c=8 d=5.11724 t=6162
yu le 	娱乐	c=2 d=1.72626 t=6162
yu lei 	鱼类	c=0 d=0.0786628 t=6162
yu she 	预设	c=1 d=0.0948935 t=6162
yu shi 	于是	c=1 d=0.167797 t=6162
yu yan 	语言	c=4 d=2.8087 t=6162
yuan 	源	c=6 d=1.99703 t=6162
yuan chao 	远超	c=1 d=0.501576 t=6162
yuan cheng 	远程	c=5 d=1.12978 t=6162
yuan cheng zhuo mian 	远程桌面	c=1 d=0.465334 t=6162
yuan di yu 	远低于	c=1 d=0.895834 t=6162
yuan jiao 	圆角	c=5 d=2.04106 t=6162
yuan sheng 	原生	c=1 d=0.104874 t=6162
yuan shi 	原始	c=1 d=0.798516 t=6162
yuan wen jian 	源文件	c=1 d=0.465334 t=6162
yuan yin 	原因	c=1 d=0.869358 t=6162
yue du 	阅读	c=3 d=1.8466 t=6162
yun xing 	运行	c=42 d=7.50914 t=6162
yun xing su du 	运行速度	c=1 d=0.873716 t=6162
za 	咋	c=1 d=0.718924 t=6162
za qi za ba 	杂七杂八	c=1 d=0.65377 t=6162
zai 	再	c=8 d=3.33349 t=6162
zai 	在	c=53 d=8.03984 t=6162
zai ci 	再次	c=1 d=0.228779 t=6162
zai ci 	在此	c=1 d=0.229925 t=6162
zai gan ma 	在干嘛	c=1 d=0.267135 t=6162
zai mei ci 	在每次	c=1 d=0.900325 t=6162
zai na li 	在那里	c=1 d=0.932394 t=6162
zai ru 	载入	c=1 d=0.444858 t=6162
zai zhe li 	在这里	c=1 d=0.386741 t=6162
ze 	则	c=4 d=2.59047 t=6162
zen me 	怎么	c=35 d=9.56108 t=6162
zen me yong 	怎么用	c=1 d=0.687289 t=6162
zen me zuo 	怎么做	c=1 d=0.701173 t=6162
zhan tie 	粘贴	c=1 d=0.0934807 t=6162
zhan yong 	占用	c=4 d=1.92953 t=6162
zhang hao 	账号	c=2 d=1.18335 t=6162
zhang wo 	掌握	c=1 d=0.276651 t=6162
zhang yong 	张勇	c=1 d=0.540641 t=6162
zhao bu dao 	找不到	c=2 d=1.08791 t=6162
zhao chu 	找出	c=1 d=0.810584 t=6162
zhao dao 	找到	c=1 d=0.447088 t=6162
zhe 	着	c=1 d=0.951229 t=6162
zhe 	这	c=6 d=1.97556 t=6162
zhe bu fen 	这部分	c=4 d=1.237 t=6162
zhe duan 	这段	c=3 d=0.856088 t=6162
zhe duan ming ling 	这段命令	c=1 d=0.640824 t=6162
zhe dui ma 	这对吗	c=1 d=0.999401 t=6162
zhe ge 	这个	c=41 d=6.40868 t=6162
zhe ge shi wo 	这个是我	c=1 d=0.878095 t=6162
zhe hang 	这行	c=1 d=0.927743 t=6162
zhe li 	这里	c=5 d=2.16951 t=6162
zhe liang ge 	这两个	c=4 d=1.27181 t=6162
zhe me li pu 	这么离谱	c=1 d=0.70822 t=6162
zhe san ge 	这三个	c=2 d=0.684323 t=6162
zhe shi 	这是	c=9 d=2.82376 t=6162
zhe shi ge 	这是个	c=1 d=0.852144 t=6162
zhe shi wo 	这是我	c=1 d=0.737123 t=6162
zhe tiao 	这条	c=3 d=1.21112 t=6162
zhe yang 	这样	c=10 d=3.05078 t=6162
zhe ye yi wei zhe 	这也意味着	c=0 d=0.0449329 t=6162
zhe ye yi wei zhe ni 	这也意味着你	c=1 d=0.451581 t=6162
zhe yi bu 	这一步	c=1 d=0.932394 t=6162
zhe yi duan 	这一段	c=2 d=0.220759 t=6162
zhe yi xiang 	这一项	c=1 d=0.647265 t=6162
zhe zhong 	这种	c=1 d=0.591555 t=6162
zhen 	真	c=2 d=0.752229 t=6162
zhen cheng 	真诚	c=1 d=0.509156 t=6162
zheng ce 	政策	c=1 d=0.438235 t=6162
zheng chang 	正常	c=2 d=0.952141 t=6162
zheng ge 	整个	c=1 d=0.110251 t=6162
zheng que 	正确	c=1 d=0.99005 t=6162
zheng shu 	整数	c=1 d=0.511709 t=6162
zheng shu 	正数	c=1 d=0.932394 t=6162
zheng shu 	证书	c=1 d=0.927743 t=6162
zheng ti 	整体	c=1 d=0.831104 t=6162
zheng ti bei jing 	整体背景	c=1 d=0.946485 t=6162
zheng ze biao da shi 	正则表达式	c=1 d=0.08291 t=6162
zhi 	之	c=1 d=0.771052 t=6162
zhi 	值	c=3 d=1.67561 t=6162
zhi 	只	c=1 d=0.0558548 t=6162
zhi biao fu 	制表符	c=1 d=0.970446 t=6162
zhi chi 	支持	c=3 d=1.49323 t=6162
zhi de 	指的	c=1 d=0.694197 t=6162
zhi ding 	指定	c=22 d=7.68511 t=6162
zhi ding 	置顶	c=1 d=0.557106 t=6162
zhi dui 	只对	c=1 d=0.055299 t=6162
zhi fang 	只放	c=1 d=0.433874 t=6162
zhi hou 	之后	c=8 d=2.20694 t=6162
zhi hui 	只会	c=1 d=0.618783 t=6162
zhi hui lei 	指挥类	c=1 d=0.694197 t=6162
zhi jian 	之间	c=2 d=0.950455 t=6162
zhi jie 	直接	c=7 d=2.04552 t=6162
zhi lei 	之类	c=6 d=1.13336 t=6162
zhi nan 	指南	c=1 d=0.787729 t=6162
zhi neng 	只能	c=2 d=0.900325 t=6162
zhi neng 	智能	c=1 d=0.215456 t=6162
zhi qian 	之前	c=1 d=0.856415 t=6162
zhi she 	直射	c=0 d=0.0909373 t=6162
zhi she zhi lei 	直射之类	c=1 d=0.913931 t=6162
zhi shi 	只是	c=1 d=0.67368 t=6162
zhi shi 	知识	c=3 d=1.43733 t=6162
zhi tong 	直通	c=4 d=1.24031 t=6162
zhi xing 	执行	c=2 d=0.496585 t=6162
zhi you 	只有	c=1 d=0.0963276 t=6162
zhi zuo 	制作	c=2 d=0.949989 t=6162
zhi zuo zhong 	制作中	c=1 d=0.99005 t=6162
zhong 	中	c=5 d=0.647629 t=6162
zhong 	种	c=5 d=1.24165 t=6162
zhong du 	中毒	c=0 d=0.0062662 t=6162
zhong du na 	中毒那	c=1 d=0.0629761 t=6162
zhong duan 	终端	c=35 d=5.61877 t=6162
zhong duan kai qi 	终端开启	c=1 d=0.516851 t=6162
zhong duan mei hua 	终端美化	c=1 d=0.444858 t=6162
zhong gao 	忠告	c=1 d=0.666977 t=6162
zhong wen 	中文	c=7 d=1.75616 t=6162
zhong wen shu ru 	中文输入	c=1 d=0.265803 t=6162
zhong wen shu ru fa 	中文输入法	c=4 d=1.09678 t=6162
zhong xin 	中心	c=1 d=0.794534 t=6162
zhong yao 	重要	c=4 d=1.11325 t=6162
zhu 	住	c=0 d=0.0798516 t=6162
zhu ao 	驻澳	c=0 d=0.0588605 t=6162
zhu ao mian 	驻澳面	c=1 d=0.591555 t=6162
zhu ban 	主办	c=2 d=1.5776 t=6162
zhu ban 	主板	c=1 d=0.822835 t=6162
zhu ce biao 	注册表	c=1 d=0.408608 t=6162
zhu dao 	主导	c=1 d=0.205975 t=6162
zhu jie mian 	主界面	c=1 d=0.287941 t=6162
zhu liu 	主流	c=1 d=0.951229 t=6162
zhu na bian 	住那边	c=1 d=0.802519 t=6162
zhu shi 	注释	c=2 d=1.40862 t=6162
zhu shou 	助手	c=7 d=1.21155 t=6162
zhu ti 	主题	c=15 d=6.81772 t=6162
zhu ti mei hua 	主题美化	c=2 d=1.27668 t=6162
zhu wen jian 	主文件	c=2 d=1.82843 t=6162
zhu yao 	主要	c=8 d=1.51789 t=6162
zhu yi 	注意	c=7 d=0.687598 t=6162
zhuan wei 	专为	c=1 d=0.927743 t=6162
zhuan ye 	专业	c=1 d=0.99005 t=6162
zhuan ye fan wei 	专业范围	c=1 d=0.97531 t=6162
zhuan ye ruan jian 	专业软件	c=1 d=1 t=6162
zhuang 	装	c=4 d=2.3859 t=6162
zhuang de 	装的	c=1 d=0.891366 t=6162
zhuang jin 	装进	c=2 d=1.91202 t=6162
zhuang tai 	状态	c=2 d=1.21148 t=6162
zhuang tai xia 	状态下	c=1 d=0.587073 t=6162
zhun bei 	准备	c=6 d=1.79744 t=6162
zhuo 	桌	c=0 d=0.0275271 t=6162
zhuo a mian 	桌啊面	c=2 d=1.22554 t=6162
zhuo mai nong 	桌卖弄	c=1 d=0.276651 t=6162
zhuo mian 	桌面	c=50 d=10.3116 t=6162
zhuo mian huan jing 	桌面环境	c=17 d=6.41989 t=6162
zhuo mian huan jing qian 	桌面环境前	c=1 d=0.337902 t=6162
zi 	字	c=1 d=0.97531 t=6162
zi dai 	自带	c=3 d=0.495913 t=6162
zi ding yi 	自定义	c=21 d=4.56068 t=6162
zi dong 	自动	c=8 d=2.5236 t=6162
zi dong bu quan 	自动补全	c=1 d=0.88692 t=6162
zi dong qi dong 	自动启动	c=3 d=1.19353 t=6162
zi fu 	字符	c=1 d=0.955997 t=6162
zi fu chuan 	字符串	c=1 d=0.519442 t=6162
zi ji 	自己	c=18 d=2.53883 t=6162
zi jie 	字节	c=0 d=0.0562705 t=6162
zi ran 	自然	c=1 d=0.131994 t=6162
zi ti 	字体	c=6 d=3.03082 t=6162
zi ti da xiao 	字体大小	c=1 d=0.131994 t=6162
zi xuan 	自选	c=3 d=0.303475 t=6162
zi yang 	字样	c=1 d=0.683861 t=6162
zi yang 	滋养	c=1 d=0.680451 t=6162
zong shang 	综上	c=2 d=0.333087 t=6162
zu 	组	c=2 d=0.894234 t=6162
zu jian 	组件	c=2 d=0.843665 t=6162
zu jian 	组建	c=1 d=0.839457 t=6162
zu jian an 	组件按	c=1 d=0.218712 t=6162
zui da 	最大	c=0 d=0.0913931 t=6162
zui da hua 	最大化	c=1 d=0.927743 t=6162
zui da huan 	最大换	c=1 d=0.918512 t=6162
zui he shi 	最合适	c=1 d=0.774916 t=6162
zui hou 	最后	c=2 d=0.995012 t=6162
zui ji chu 	最基础	c=1 d=0.408608 t=6162
zui jian dan 	最简单	c=1 d=0.155673 t=6162
zui kuai 	最快	c=1 d=0.579842 t=6162
zui xiao hua 	最小化	c=1 d=0.161218 t=6162
zui xin 	最新	c=1 d=0.582748 t=6162
zui zhong 	最终	c=1 d=0.169483 t=6162
zui zhu yao 	最主要	c=1 d=0.579842 t=6162
zuo 	做	c=1 d=0.955997 t=6162
zuo 	左	c=2 d=1.86144 t=6162
zuo bai nian 	做百年	c=1 d=0.603506 t=6162
zuo ban 	做伴	c=1 d=0.540641 t=6162
zuo bian 	左边	c=2 d=0.895834 t=6162
zuo biao 	坐标	c=5 d=0.941616 t=6162
zuo chu 	做出	c=1 d=0.88692 t=6162
zuo dao 	做到	c=2 d=0.908578 t=6162
zuo dao le 	做到了	c=1 d=0.843665 t=6162
zuo de 	做的	c=1 d=0.873716 t=6162
zuo jian 	左键	c=1 d=0.882497 t=6162
zuo shang jiao 	左上角	c=3 d=1.37531 t=6162
zuo wei 	作为	c=6 d=2.0944 t=6162
zuo yi ge 	做一个	c=2 d=0.642077 t=6162
zuo yi xie 	做一些	c=1 d=0.522046 t=6162
zuo yong 	作用	c=6 d=1.01812 t=6162
zuo you 	左右	c=3 d=1.96669 t=6162
zuo zhong 	做种	c=1 d=0.168638 t=6162
